"";"typ";"label";"conc"
"3256";"CLZ";"rapeseed(ung)";15,6899996
"3257";"FFS";"full fat soya";39,4206924
"3258";"SFG";"sun flower seed(gr)";21,4528236
"3259";"FFS";"full fat soya";40,7869148
"3260";"ANF";"animal feed";55,3412056
"3261";"FRG";"wheat (ung)";12,6999998
"3262";"EHH";"grass silage";7,23
"3263";"FFS";"full fat soya";41,5289726
"3264";"MPW";"milk powder & whey";24,7588692
"3265";"FRG";"wheat (ung)";10,6999998
"3267";"EHH";"grass silage";16,9799995
"3268";"CLZ";"rapeseed(ung)";22,8500004
"3269";"TTS";"soya meal";54,7428589
"3270";"EHH";"grass silage";13,75
"3271";"CNG";"corn gluten";64,3449783
"3272";"FFS";"full fat soya";39,070137
"3273";"PEE";"maïs wp";7,0999999
"3274";"TTS";"soya meal";54,7126427
"3275";"CLZ";"rapeseed(ung)";22,7700005
"3276";"ANF";"animal feed";51,1681519
"3277";"EHH";"grass silage";13,1300001
"3278";"MPW";"milk powder & whey";37,1740837
"3279";"FFS";"full fat soya";37,3746376
"3280";"MPW";"milk powder & whey";36,8197365
"3281";"TTS";"soya meal";54,2431221
"3282";"CLZ";"rapeseed(ung)";22,5
"3283";"EHH";"grass silage";22,3500004
"3284";"CLZ";"rapeseed(ung)";20,2900009
"3285";"CLZ";"rapeseed(ung)";21,4300003
"3287";"CLZ";"rapeseed(ung)";16,9200001
"3289";"ANF";"animal feed";53,1842918
"3290";"CNG";"corn gluten";64,6582336
"3291";"MPW";"milk powder & whey";38,8926888
"3292";"CNG";"corn gluten";64,1373596
"3293";"CNG";"corn gluten";69,2541428
"3294";"FRG";"wheat (ung)";11,9764004
"3295";"EHH";"grass silage";14,2200003
"3297";"TTS";"soya meal";53,1674194
"3298";"CLZ";"rapeseed(ung)";20,3400002
"3299";"TTS";"soya meal";56,1200943
"3300";"SFG";"sun flower seed(gr)";14,3176498
"3301";"CNG";"corn gluten";66,0169678
"3302";"CLZ";"rapeseed(ung)";17,4500008
"3303";"EHH";"grass silage";12,5600004
"3304";"FFS";"full fat soya";41,7269363
"3305";"ANF";"animal feed";50,9699783
"3306";"FFS";"full fat soya";39,6902466
"3307";"ANF";"animal feed";55,4018021
"3308";"TTS";"soya meal";54,0510559
"3309";"CNG";"corn gluten";69,1442642
"3310";"ANF";"animal feed";51,8096886
"3311";"CNG";"corn gluten";66,5465393
"3312";"FFS";"full fat soya";40,6196442
"3313";"EHH";"grass silage";12,8000002
"3314";"FRG";"wheat (ung)";12,4799995
"3315";"CLZ";"rapeseed(ung)";21,6899986
"3316";"CLZ";"rapeseed(ung)";24,3899994
"3317";"ANF";"animal feed";51,2385368
"3318";"FRG";"wheat (ung)";11,3100004
"3319";"EHH";"grass silage";16,3899994
"3321";"CNG";"corn gluten";67,2373581
"3322";"CNG";"corn gluten";65,9197617
"3323";"SFG";"sun flower seed(gr)";15,7855759
"3324";"TTS";"soya meal";50,3601799
"3325";"PEE";"maïs wp";11,0200005
"3326";"MPW";"milk powder & whey";26,8032894
"3327";"TTS";"soya meal";53,5794182
"3329";"EHH";"grass silage";19,3500004
"3330";"FFS";"full fat soya";39,8326645
"3331";"TTS";"soya meal";51,8140602
"3332";"MPW";"milk powder & whey";12,6012058
"3333";"FFS";"full fat soya";45,0734253
"3334";"CNG";"corn gluten";63,6591911
"3335";"CNG";"corn gluten";67,2176971
"3336";"TTS";"soya meal";56,9794044
"3337";"PEE";"maïs wp";6,1599998
"3338";"FRG";"wheat (ung)";11,04
"3339";"ANF";"animal feed";53,070446
"3340";"FFS";"full fat soya";39,7207947
"3341";"TTS";"soya meal";54,7791786
"3342";"TTS";"soya meal";52,1640091
"3344";"FFS";"full fat soya";44,0811577
"3345";"ANF";"animal feed";47,6118164
"3346";"EHH";"grass silage";13,9499998
"3347";"ANF";"animal feed";47,335968
"3348";"CLZ";"rapeseed(ung)";21,2858009
"3349";"CLZ";"rapeseed(ung)";19,7999992
"3350";"TTS";"soya meal";51,8888893
"3351";"CLZ";"rapeseed(ung)";22,8999996
"3352";"FRG";"wheat (ung)";9,1700001
"3353";"TTS";"soya meal";52,0856857
"3354";"TTS";"soya meal";50,9539833
"3355";"PEE";"maïs wp";7,5900002
"3356";"FFS";"full fat soya";39,4857864
"3357";"PEE";"maïs wp";7,6399999
"3358";"FRG";"wheat (ung)";13,6000004
"3359";"FRG";"wheat (ung)";12,21
"3360";"FRG";"wheat (ung)";10,7700005
"3361";"FFS";"full fat soya";39,4921799
"3362";"FFS";"full fat soya";39,4950409
"3363";"CNG";"corn gluten";65,031395
"3364";"CLZ";"rapeseed(ung)";22,8948994
"3365";"MPW";"milk powder & whey";38,1866302
"3366";"FRG";"wheat (ung)";12,8999996
"3367";"FFS";"full fat soya";41,2848854
"3368";"MPW";"milk powder & whey";12,1484995
"3369";"FRG";"wheat (ung)";12,5500002
"3370";"MPW";"milk powder & whey";12,7586803
"3371";"FFS";"full fat soya";40,4631615
"3372";"CNG";"corn gluten";64,6500015
"3373";"PEE";"maïs wp";7,1700001
"3374";"MPW";"milk powder & whey";13,7429037
"3376";"TTS";"soya meal";56,7198143
"3377";"PEE";"maïs wp";7,1900001
"3378";"FRG";"wheat (ung)";10,9549999
"3379";"FRG";"wheat (ung)";10,1800003
"3380";"CNG";"corn gluten";69,6302032
"3381";"CLZ";"rapeseed(ung)";15,5699997
"3382";"EHH";"grass silage";16,5
"3383";"MPW";"milk powder & whey";37,9732666
"3384";"MPW";"milk powder & whey";9,0167503
"3385";"CNG";"corn gluten";72,8699417
"3386";"FFS";"full fat soya";38,1922455
"3387";"CLZ";"rapeseed(ung)";23,3799992
"3389";"PEE";"maïs wp";8,6000004
"3390";"PEE";"maïs wp";10,6700001
"3391";"PEE";"maïs wp";7,8000002
"3392";"CNG";"corn gluten";64,1374054
"3393";"MPW";"milk powder & whey";28,0771637
"3394";"ANF";"animal feed";55,654541
"3395";"TTS";"soya meal";56,150341
"3396";"FRG";"wheat (ung)";11,6999998
"3397";"MPW";"milk powder & whey";28,1673756
"3398";"FFS";"full fat soya";38,5133667
"3399";"FFS";"full fat soya";39,7566948
"3400";"ANF";"animal feed";46,9857712
"3401";"ANF";"animal feed";55,6719818
"3402";"PEE";"maïs wp";7,3000002
"3403";"CNG";"corn gluten";68,5276794
"3405";"CNG";"corn gluten";63,8817482
"3406";"FFS";"full fat soya";45,9556618
"3407";"PEE";"maïs wp";7,79
"3408";"ANF";"animal feed";50,0620346
"3409";"CNG";"corn gluten";63,5330658
"3410";"PEE";"maïs wp";7,4000001
"3411";"ANF";"animal feed";49,421093
"3413";"PEE";"maïs wp";8,3100004
"3414";"ANF";"animal feed";49,2979431
"3415";"SFG";"sun flower seed(gr)";21,9203434
"3416";"TTS";"soya meal";51,7897072
"3417";"TTS";"soya meal";53,9249153
"3418";"TTS";"soya meal";53,6830368
"3421";"PEE";"maïs wp";6,4599996
"3422";"CNG";"corn gluten";64,8321762
"3423";"ANF";"animal feed";59,0439072
"3424";"FFS";"full fat soya";39,9717598
"3425";"MPW";"milk powder & whey";27,7616673
"3427";"FFS";"full fat soya";40,8671303
"3428";"ANF";"animal feed";54,0607109
"3429";"TTS";"soya meal";52,6666679
"3430";"FRG";"wheat (ung)";12,6000004
"3431";"FRG";"wheat (ung)";12,3400002
"3432";"FRG";"wheat (ung)";12,3999996
"3433";"CLZ";"rapeseed(ung)";18,7644939
"3434";"CLZ";"rapeseed(ung)";21,3999996
"3435";"CNG";"corn gluten";71,4565582
"3436";"ANF";"animal feed";51,1454849
"3437";"SFG";"sun flower seed(gr)";16,9806271
"3438";"FRG";"wheat (ung)";11,1199999
"3439";"CNG";"corn gluten";72,304039
"3440";"TTS";"soya meal";50,9977837
"3441";"MPW";"milk powder & whey";35,1170654
"3442";"FFS";"full fat soya";42,0926628
"3443";"FFS";"full fat soya";42,0842743
"3444";"MPW";"milk powder & whey";27,0813255
"3445";"ANF";"animal feed";49,3550224
"3446";"EHH";"grass silage";24,1299992
"3447";"EHH";"grass silage";17,7299995
"3448";"MPW";"milk powder & whey";36,4978867
"3449";"EHH";"grass silage";17,5599995
"3450";"ANF";"animal feed";58,8144836
"3451";"CNG";"corn gluten";63,8649902
"3452";"EHH";"grass silage";7,96
"3453";"TTS";"soya meal";55,0741196
"3454";"CNG";"corn gluten";68,4609528
"3456";"MPW";"milk powder & whey";30,6280975
"3457";"TTS";"soya meal";54,038681
"3458";"CLZ";"rapeseed(ung)";19,1800003
"3459";"EHH";"grass silage";10,3699999
"3460";"FFS";"full fat soya";40,8364944
"3461";"FFS";"full fat soya";39,5307083
"3462";"PEE";"maïs wp";7,1499996
"3463";"FFS";"full fat soya";39,5233879
"3464";"CLZ";"rapeseed(ung)";19,4300003
"3465";"FRG";"wheat (ung)";12,6000004
"3466";"PEE";"maïs wp";8,1499996
"3467";"CLZ";"rapeseed(ung)";21,5100002
"3468";"ANF";"animal feed";52,2562752
"3469";"CLZ";"rapeseed(ung)";22,8299999
"3470";"PEE";"maïs wp";7,8899999
"3471";"CLZ";"rapeseed(ung)";15,4099998
"3472";"MPW";"milk powder & whey";38,6589088
"3473";"EHH";"grass silage";15,4399996
"3474";"ANF";"animal feed";55,4335098
"3475";"SFG";"sun flower seed(gr)";17,3006382
"3476";"EHH";"grass silage";13,0100002
"3477";"ANF";"animal feed";48,7622528
"3478";"TTS";"soya meal";51,7084274
"3479";"FRG";"wheat (ung)";10,9399996
"3480";"FRG";"wheat (ung)";11,8999996
"3481";"ANF";"animal feed";57,2535515
"3482";"CLZ";"rapeseed(ung)";19,1299992
"3483";"TTS";"soya meal";51,6201134
"3484";"EHH";"grass silage";18,0899982
"3485";"FFS";"full fat soya";38,1305885
"3486";"CLZ";"rapeseed(ung)";19,7000008
"3487";"MPW";"milk powder & whey";39,3266411
"3488";"SFG";"sun flower seed(gr)";15,2692032
"3489";"SFG";"sun flower seed(gr)";21,4959126
"3490";"PEE";"maïs wp";10,5
"3491";"FRG";"wheat (ung)";13,6300001
"3492";"FFS";"full fat soya";37,2829323
"3493";"CLZ";"rapeseed(ung)";15,8400002
"3494";"CNG";"corn gluten";67,6706543
"3495";"PEE";"maïs wp";8,0899992
"3496";"ANF";"animal feed";57,6781387
"3497";"TTS";"soya meal";54,7320442
"3498";"MPW";"milk powder & whey";14,3166666
"3499";"MPW";"milk powder & whey";36,2677383
"3500";"CLZ";"rapeseed(ung)";16,8799992
"3501";"FRG";"wheat (ung)";12,1000004
"3502";"EHH";"grass silage";23,3400002
"3503";"FFS";"full fat soya";40,8683891
"3504";"EHH";"grass silage";21,0100002
"3505";"ANF";"animal feed";55,2317276
"3508";"CNG";"corn gluten";62,57024
"3509";"FFS";"full fat soya";46,8742409
"3510";"PEE";"maïs wp";7,9200001
"3511";"FFS";"full fat soya";42,0766182
"3512";"CLZ";"rapeseed(ung)";19,7600002
"3513";"TTS";"soya meal";55,022831
"3514";"FFS";"full fat soya";43,8422318
"3515";"PEE";"maïs wp";8,1300001
"3516";"ANF";"animal feed";50,8429184
"3517";"PEE";"maïs wp";9,8099995
"3518";"CLZ";"rapeseed(ung)";21,9349365
"3519";"PEE";"maïs wp";7,6299996
"3522";"EHH";"grass silage";13,6700001
"3523";"FRG";"wheat (ung)";14,25
"3525";"SFG";"sun flower seed(gr)";10,5402088
"3526";"CLZ";"rapeseed(ung)";23,6315975
"3527";"CNG";"corn gluten";66,7739334
"3528";"ANF";"animal feed";51,6731873
"3530";"TTS";"soya meal";54,1095886
"3531";"FRG";"wheat (ung)";8,8900003
"3532";"CLZ";"rapeseed(ung)";18,6100006
"3533";"PEE";"maïs wp";6,9755335
"3534";"PEE";"maïs wp";6,8800001
"3535";"MPW";"milk powder & whey";12,7254314
"3536";"TTS";"soya meal";55,2204208
"3537";"TTS";"soya meal";52,6018105
"3538";"MPW";"milk powder & whey";11,5794096
"3539";"SFG";"sun flower seed(gr)";19,0916214
"3540";"ANF";"animal feed";52,7887306
"3541";"ANF";"animal feed";59,4049721
"3542";"EHH";"grass silage";6,73
"3543";"MPW";"milk powder & whey";37,5900383
"3544";"MPW";"milk powder & whey";12,8780031
"3545";"CNG";"corn gluten";71,2316132
"3546";"EHH";"grass silage";15,4799995
"3547";"FFS";"full fat soya";39,6747017
"3548";"FRG";"wheat (ung)";9,4399996
"3549";"SFG";"sun flower seed(gr)";18,7346478
"3550";"CNG";"corn gluten";66,9543762
"3551";"CLZ";"rapeseed(ung)";19,5499992
"3552";"FRG";"wheat (ung)";12,6000004
"3553";"MPW";"milk powder & whey";22,5659275
"3554";"CLZ";"rapeseed(ung)";20,6900005
"3556";"FFS";"full fat soya";39,1622314
"3557";"FRG";"wheat (ung)";11,1199999
"3558";"TTS";"soya meal";49,938385
"3559";"PEE";"maïs wp";7,1199999
"3560";"CLZ";"rapeseed(ung)";21,0799999
"3561";"FRG";"wheat (ung)";12,8100004
"3562";"TTS";"soya meal";54,292347
"3563";"TTS";"soya meal";53,189064
"3564";"CNG";"corn gluten";69,2610474
"3565";"CLZ";"rapeseed(ung)";18,3899994
"3566";"FRG";"wheat (ung)";11,3999996
"3568";"PEE";"maïs wp";8,4399996
"3569";"SFG";"sun flower seed(gr)";22,1461372
"3570";"ANF";"animal feed";55,9120674
"3572";"SFG";"sun flower seed(gr)";13,4814663
"3573";"TTS";"soya meal";53,3180771
"3574";"FRG";"wheat (ung)";11,8000002
"3575";"SFG";"sun flower seed(gr)";16,6377983
"3576";"FRG";"wheat (ung)";11,8900003
"3577";"FFS";"full fat soya";40,050148
"3578";"CLZ";"rapeseed(ung)";20
"3579";"ANF";"animal feed";50,4237442
"3580";"TTS";"soya meal";49,5990829
"3581";"MPW";"milk powder & whey";35,5112991
"3583";"CNG";"corn gluten";63,4272575
"3584";"EHH";"grass silage";11,3999996
"3585";"TTS";"soya meal";54,5350189
"3586";"CNG";"corn gluten";69,8448029
"3587";"EHH";"grass silage";17,6900005
"3588";"TTS";"soya meal";54,2099228
"3589";"TTS";"soya meal";53,7430153
"3591";"TTS";"soya meal";53,6697273
"3592";"SFG";"sun flower seed(gr)";18,7740688
"3595";"CLZ";"rapeseed(ung)";16,7700005
"3596";"FFS";"full fat soya";38,0179062
"3597";"FFS";"full fat soya";38,0732002
"3598";"MPW";"milk powder & whey";12,5584116
"3599";"MPW";"milk powder & whey";13,5281019
"3600";"CLZ";"rapeseed(ung)";16,5629292
"3601";"FFS";"full fat soya";37,3993454
"3602";"PEE";"maïs wp";9,2200003
"3605";"TTS";"soya meal";50,3990898
"3606";"CLZ";"rapeseed(ung)";22,0724525
"3607";"TTS";"soya meal";54,120266
"3608";"MPW";"milk powder & whey";38,8248138
"3609";"MPW";"milk powder & whey";11,1383419
"3610";"CNG";"corn gluten";63,8357697
"3611";"CNG";"corn gluten";69,7106857
"3612";"TTS";"soya meal";53,9393768
"3613";"ANF";"animal feed";53,1528854
"3614";"TTS";"soya meal";51,7937241
"3615";"CLZ";"rapeseed(ung)";21,3600006
"3616";"EHH";"grass silage";19,6399994
"3617";"CLZ";"rapeseed(ung)";19,8299999
"3618";"TTS";"soya meal";50,2455292
"3619";"EHH";"grass silage";20,7700005
"3620";"ANF";"animal feed";50,9301949
"3621";"EHH";"grass silage";14,1999998
"3622";"FRG";"wheat (ung)";12,9820004
"3623";"PEE";"maïs wp";7,1300001
"3624";"FRG";"wheat (ung)";11,3400002
"3626";"CLZ";"rapeseed(ung)";17,1900005
"3627";"CLZ";"rapeseed(ung)";24,7900009
"3628";"CNG";"corn gluten";64,9543457
"3629";"CLZ";"rapeseed(ung)";21,1100006
"3630";"EHH";"grass silage";11,3999996
"3631";"MPW";"milk powder & whey";38,2524986
"3632";"SFG";"sun flower seed(gr)";15,1441183
"3633";"FRG";"wheat (ung)";13,3240004
"3635";"ANF";"animal feed";49,1472015
"3636";"FFS";"full fat soya";40,4286194
"3637";"TTS";"soya meal";49,3333321
"3638";"FFS";"full fat soya";40,3054581
"3639";"FFS";"full fat soya";41,8003693
"3641";"ANF";"animal feed";53,9785385
"3642";"TTS";"soya meal";56,2429695
"3643";"FFS";"full fat soya";39,2620811
"3645";"FRG";"wheat (ung)";14,8199997
"3646";"MPW";"milk powder & whey";37,3917465
"3647";"FFS";"full fat soya";39,4566307
"3648";"ANF";"animal feed";59,1896362
"3649";"TTS";"soya meal";54,3036575
"3650";"FFS";"full fat soya";44,0363579
"3651";"MPW";"milk powder & whey";27,1118526
"3652";"ANF";"animal feed";46,8537941
"3653";"CLZ";"rapeseed(ung)";22,8743801
"3654";"CNG";"corn gluten";74,7067642
"3655";"CLZ";"rapeseed(ung)";21,1200008
"3656";"CLZ";"rapeseed(ung)";19,0499992
"3658";"FRG";"wheat (ung)";12,2834997
"3659";"MPW";"milk powder & whey";37,6171913
"3660";"FFS";"full fat soya";40,2330475
"3661";"EHH";"grass silage";9,1700001
"3662";"FFS";"full fat soya";39,2580719
"3663";"ANF";"animal feed";48,6756363
"3664";"FRG";"wheat (ung)";11,3999996
"3665";"ANF";"animal feed";51,4924278
"3666";"PEE";"maïs wp";7,8200002
"3668";"ANF";"animal feed";56,1298866
"3669";"FFS";"full fat soya";39,8247375
"3670";"CLZ";"rapeseed(ung)";19,1399994
"3671";"TTS";"soya meal";53,2183914
"3672";"FRG";"wheat (ung)";11,4499998
"3673";"ANF";"animal feed";58,1945686
"3674";"TTS";"soya meal";51,775486
"3675";"TTS";"soya meal";53,1602707
"3676";"FRG";"wheat (ung)";14
"3677";"EHH";"grass silage";7,8099999
"3678";"MPW";"milk powder & whey";35,0257454
"3680";"ANF";"animal feed";46,9461937
"3681";"EHH";"grass silage";17,8435116
"3682";"FFS";"full fat soya";42,7187119
"3683";"CNG";"corn gluten";69,8005753
"3684";"PEE";"maïs wp";6,0900002
"3685";"FRG";"wheat (ung)";10,8299999
"3686";"TTS";"soya meal";58,863636
"3687";"FRG";"wheat (ung)";11,1300001
"3688";"EHH";"grass silage";16,4699993
"3689";"FFS";"full fat soya";38,2212029
"3690";"TTS";"soya meal";53,9351845
"3691";"FRG";"wheat (ung)";12,9399996
"3692";"FRG";"wheat (ung)";12
"3693";"ANF";"animal feed";54,3599777
"3694";"FFS";"full fat soya";38,8870049
"3695";"FRG";"wheat (ung)";10,3000002
"3696";"TTS";"soya meal";55,8486252
"3697";"TTS";"soya meal";52,6198463
"3698";"PEE";"maïs wp";7,8799996
"3699";"CNG";"corn gluten";62,8260345
"3700";"FFS";"full fat soya";38,5116577
"3701";"FRG";"wheat (ung)";10,8500004
"3702";"CLZ";"rapeseed(ung)";19,0758801
"3703";"PEE";"maïs wp";7,1999998
"3704";"CNG";"corn gluten";71,122673
"3705";"MPW";"milk powder & whey";21,941227
"3706";"TTS";"soya meal";51,5570946
"3707";"ANF";"animal feed";50,5545998
"3708";"CNG";"corn gluten";60,8430977
"3709";"MPW";"milk powder & whey";28,5850258
"3710";"FFS";"full fat soya";39,3739395
"3711";"TTS";"soya meal";55,227272
"3712";"FRG";"wheat (ung)";10,5900002
"3713";"ANF";"animal feed";53,8421593
"3714";"FFS";"full fat soya";41,5125809
"3715";"CLZ";"rapeseed(ung)";25,7000008
"3717";"ANF";"animal feed";49,8178444
"3719";"CLZ";"rapeseed(ung)";21,0499992
"3720";"TTS";"soya meal";54,0723991
"3722";"MPW";"milk powder & whey";14,0776815
"3723";"EHH";"grass silage";14,6999998
"3724";"CNG";"corn gluten";70,2072525
"3725";"SFG";"sun flower seed(gr)";12,5777388
"3726";"PEE";"maïs wp";7,9899998
"3727";"MPW";"milk powder & whey";35,3111
"3728";"TTS";"soya meal";52,1239967
"3729";"SFG";"sun flower seed(gr)";18,3465633
"3730";"TTS";"soya meal";51,5323486
"3731";"CLZ";"rapeseed(ung)";18,3799992
"3732";"EHH";"grass silage";16,7000008
"3733";"FFS";"full fat soya";41,237072
"3734";"MPW";"milk powder & whey";34,4764557
"3735";"PEE";"maïs wp";8,4200001
"3736";"FRG";"wheat (ung)";11,3299999
"3737";"EHH";"grass silage";14,5299997
"3738";"CLZ";"rapeseed(ung)";19,7000008
"3739";"FFS";"full fat soya";38,314827
"3740";"PEE";"maïs wp";6,8600001
"3741";"CLZ";"rapeseed(ung)";21,5599995
"3742";"FRG";"wheat (ung)";12,04
"3743";"FFS";"full fat soya";43,5870781
"3744";"ANF";"animal feed";54,3975334
"3745";"PEE";"maïs wp";6,8200002
"3746";"ANF";"animal feed";57,2661858
"3747";"CLZ";"rapeseed(ung)";25,1800003
"3748";"ANF";"animal feed";51,7176781
"3749";"EHH";"grass silage";12,4700003
"3750";"TTS";"soya meal";51,7045441
"3751";"ANF";"animal feed";58,357914
"3752";"EHH";"grass silage";18,7799988
"3753";"CNG";"corn gluten";70,1393738
"3754";"ANF";"animal feed";56,2655373
"3755";"CLZ";"rapeseed(ung)";21
"3756";"FFS";"full fat soya";44,7444839
"3757";"ANF";"animal feed";53,9381027
"3758";"ANF";"animal feed";53,2382126
"3760";"PEE";"maïs wp";7,1599998
"3761";"TTS";"soya meal";52,2573357
"3762";"TTS";"soya meal";55,5681801
"3763";"CNG";"corn gluten";75,6412888
"3764";"FRG";"wheat (ung)";11,8000002
"3765";"TTS";"soya meal";51,2791977
"3766";"SFG";"sun flower seed(gr)";10,8639784
"3767";"CNG";"corn gluten";62,7053452
"3768";"ANF";"animal feed";53,8631668
"3769";"ANF";"animal feed";54,4026527
"3770";"CLZ";"rapeseed(ung)";24,3299999
"3771";"TTS";"soya meal";53,5714302
"3772";"TTS";"soya meal";51,4541397
"3773";"PEE";"maïs wp";5,6999998
"3774";"MPW";"milk powder & whey";26,2107735
"3775";"CLZ";"rapeseed(ung)";15,8199997
"3776";"PEE";"maïs wp";6,6900001
"3779";"MPW";"milk powder & whey";5,6555328
"3780";"CNG";"corn gluten";62,7140465
"3781";"EHH";"grass silage";7,3800001
"3782";"TTS";"soya meal";52,2573357
"3783";"FRG";"wheat (ung)";12,8000002
"3784";"TTS";"soya meal";53,3034706
"3785";"PEE";"maïs wp";4,4200001
"3786";"ANF";"animal feed";48,9962006
"3787";"CNG";"corn gluten";70,292572
"3788";"FFS";"full fat soya";36,4919205
"3789";"EHH";"grass silage";8,1300001
"3790";"PEE";"maïs wp";8,9300003
"3791";"MPW";"milk powder & whey";27,1463165
"3792";"EHH";"grass silage";17,2399998
"3793";"PEE";"maïs wp";8,8400002
"3794";"MPW";"milk powder & whey";20,8137989
"3795";"TTS";"soya meal";54,1570435
"3796";"PEE";"maïs wp";11,6499996
"3797";"TTS";"soya meal";53,6748314
"3798";"TTS";"soya meal";52,7522964
"3799";"TTS";"soya meal";51,9187355
"3800";"EHH";"grass silage";18,4799995
"3801";"CLZ";"rapeseed(ung)";16,7299995
"3802";"TTS";"soya meal";54,0757751
"3803";"FFS";"full fat soya";43,6652527
"3804";"FRG";"wheat (ung)";11,3000002
"3805";"CNG";"corn gluten";65,6066055
"3807";"TTS";"soya meal";51,2557068
"3808";"FRG";"wheat (ung)";10,75
"3809";"ANF";"animal feed";52,3975677
"3810";"CNG";"corn gluten";67,8248367
"3811";"CNG";"corn gluten";72,0204849
"3812";"CLZ";"rapeseed(ung)";21,6599998
"3813";"TTS";"soya meal";51,47369
"3814";"FRG";"wheat (ung)";9,1800003
"3815";"TTS";"soya meal";54,41008
"3816";"MPW";"milk powder & whey";23,8854446
"3817";"ANF";"animal feed";51,2205734
"3818";"CLZ";"rapeseed(ung)";21,6271
"3819";"FFS";"full fat soya";38,5858154
"3821";"CLZ";"rapeseed(ung)";17,7999992
"3822";"TTS";"soya meal";52,1889381
"3824";"EHH";"grass silage";24,0599995
"3825";"CNG";"corn gluten";69,3777008
"3826";"TTS";"soya meal";54,6697006
"3827";"ANF";"animal feed";48,7029724
"3828";"TTS";"soya meal";51,4384346
"3829";"MPW";"milk powder & whey";36,7313271
"3831";"CNG";"corn gluten";71,2311859
"3832";"FFS";"full fat soya";47,7062302
"3833";"FFS";"full fat soya";39,3864403
"3834";"CNG";"corn gluten";66,7306366
"3835";"TTS";"soya meal";52,54813
"3836";"EHH";"grass silage";15,8999996
"3838";"TTS";"soya meal";52,2883301
"3839";"SFG";"sun flower seed(gr)";16,5104637
"3840";"CLZ";"rapeseed(ung)";20,7600002
"3841";"TTS";"soya meal";51,6741066
"3842";"SFG";"sun flower seed(gr)";14,8099756
"3843";"MPW";"milk powder & whey";5,2460356
"3844";"CLZ";"rapeseed(ung)";18,6800003
"3845";"ANF";"animal feed";53,9744873
"3846";"FRG";"wheat (ung)";12,9899998
"3847";"EHH";"grass silage";9,79
"3848";"CNG";"corn gluten";65,3828278
"3849";"CNG";"corn gluten";67,6313248
"3850";"ANF";"animal feed";52,1359901
"3851";"FRG";"wheat (ung)";11,2200003
"3852";"FRG";"wheat (ung)";12,6099997
"3853";"MPW";"milk powder & whey";35,9833679
"3854";"TTS";"soya meal";55,53022
"3855";"CNG";"corn gluten";65,7701874
"3856";"CLZ";"rapeseed(ung)";17,5499992
"3860";"MPW";"milk powder & whey";37,0650253
"3861";"CLZ";"rapeseed(ung)";21,9400005
"3862";"ANF";"animal feed";54,2583199
"3863";"EHH";"grass silage";10,1999998
"3864";"FRG";"wheat (ung)";15,8400002
"3865";"MPW";"milk powder & whey";22,8537159
"3866";"MPW";"milk powder & whey";11,6477985
"3867";"EHH";"grass silage";13,3999996
"3868";"CLZ";"rapeseed(ung)";21,4599991
"3869";"ANF";"animal feed";53,1941986
"3871";"CLZ";"rapeseed(ung)";18,9899998
"3872";"CNG";"corn gluten";64,988472
"3873";"CNG";"corn gluten";71,6007156
"3874";"CNG";"corn gluten";66,8431168
"3875";"CNG";"corn gluten";69,8302536
"3876";"TTS";"soya meal";51,7357216
"3877";"FFS";"full fat soya";40,5874329
"3878";"CLZ";"rapeseed(ung)";23,2299995
"3879";"MPW";"milk powder & whey";21,7668362
"3880";"FRG";"wheat (ung)";12,3599997
"3881";"FRG";"wheat (ung)";12
"3883";"FRG";"wheat (ung)";12,3000002
"3884";"MPW";"milk powder & whey";11,0879765
"3885";"MPW";"milk powder & whey";12,8214426
"3887";"CNG";"corn gluten";64,9446945
"3888";"MPW";"milk powder & whey";34,243576
"3890";"FFS";"full fat soya";40,2117882
"3891";"MPW";"milk powder & whey";21,2453976
"3892";"TTS";"soya meal";54,7756042
"3893";"CNG";"corn gluten";65,9523926
"3894";"FRG";"wheat (ung)";11,2399998
"3895";"EHH";"grass silage";11,4303999
"3896";"ANF";"animal feed";54,3186722
"3897";"FRG";"wheat (ung)";11,8800001
"3898";"TTS";"soya meal";54,3478241
"3899";"CNG";"corn gluten";68,5937576
"3900";"EHH";"grass silage";19,7999992
"3902";"ANF";"animal feed";52,1349602
"3903";"SFG";"sun flower seed(gr)";13,8059759
"3904";"CNG";"corn gluten";69,1652527
"3906";"EHH";"grass silage";15
"3907";"FFS";"full fat soya";38,5917091
"3908";"ANF";"animal feed";50,353508
